,Actual Profit ($),Actual Sales (Qty),Actual Cost of Goods Sold  (COGS) ($),Actual Total Expenses ($),Inventory (Qty),Budget Profit ($),Budget Sales (Qty),Budget COGS ($),Date,Market,Province,City,Store#,Market Size,Product Type,Product,Type,Sales Outlier
906,0,128,53,78,-267,10,110,40,2019-06-30,North,Yukon,Whitehorse,318,Small Market,Espresso,Caffe Latte,Regular,Normal
907,0,128,53,77,597,10,120,50,2019-06-30,Prairie,Manitoba,Winnipeg,1001,Small Market,Espresso,Caffe Mocha,Regular,Normal
908,0,128,53,77,597,10,110,40,2019-06-30,Atlantic,Newfoundland,Paradise,2900,Small Market,Tea,Earl Grey,Regular,Normal
909,0,82,36,46,236,10,60,20,2019-06-30,North,Northwest Territories,Yellowknife,4001,Small Market,Herbal Tea,Lemon,Decaf,Normal
910,0,82,36,46,236,0,70,30,2019-06-30,North,Nunavut,Pangnirtung,573,Small Market,Tea,Green Tea,Regular,Normal
911,0,82,36,46,236,20,100,40,2019-06-30,Central,Ontario,Kingston,735,Medium Market,Coffee,Colombian,Regular,Normal
912,4,112,47,61,456,40,140,50,2019-06-30,Central,Ontario,Ottawa,971,Small Market,Coffee,Colombian,Regular,Normal
913,8,70,32,30,996,10,60,30,2019-06-30,Atlantic,New Brunswick,Fredricton,550,Small Market,Herbal Tea,Lemon,Decaf,Normal
914,8,70,32,30,996,20,70,30,2019-06-30,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Coffee,Colombian,Regular,Normal
915,8,70,32,30,996,20,80,40,2019-06-30,Central,Ontario,Kingston,738,Medium Market,Coffee,Decaf Irish Cream,Decaf,Normal
916,9,44,18,17,478,20,30,10,2019-06-30,West,British Columbia,Kelowna,670,Major Market,Herbal Tea,Chamomile,Decaf,Normal
917,9,44,18,17,478,10,20,10,2019-06-30,Central,Ontario,Kitchener,503,Large Market,Tea,Darjeeling,Regular,Normal
918,10,44,18,16,478,20,40,10,2019-06-30,Atlantic,Newfoundland,St. John's,2001,Major Market,Tea,Green Tea,Regular,Normal
919,10,44,18,16,478,20,30,10,2019-06-30,Central,Quebec,Sherbrooke,918,Small Market,Espresso,Caffe Mocha,Regular,Normal
920,11,115,51,53,396,20,100,40,2019-06-30,Prairie,Alberta,Calgary,350,Major Market,Tea,Darjeeling,Regular,Normal
921,11,52,22,19,608,20,50,20,2019-06-30,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Coffee,Decaf Irish Cream,Decaf,Normal
922,11,115,51,53,396,30,110,40,2019-06-30,Central,Ontario,Kitchener,503,Large Market,Espresso,Caffe Latte,Regular,Normal
923,12,115,51,52,396,30,130,50,2019-06-30,West,British Columbia,Kelowna,670,Major Market,Espresso,Decaf Espresso,Decaf,Normal
924,12,115,51,52,396,20,80,30,2019-06-30,Atlantic,Newfoundland,St. John's,2001,Major Market,Herbal Tea,Lemon,Decaf,Normal
925,14,96,41,41,239,20,80,30,2019-06-30,Atlantic,New Brunswick,Fredricton,550,Small Market,Espresso,Decaf Espresso,Decaf,Normal
926,14,96,41,41,239,20,60,20,2019-06-30,Atlantic,New Brunswick,Miramichi,598,Small Market,Tea,Earl Grey,Regular,Normal
927,14,96,41,41,239,20,80,30,2019-06-30,North,Nunavut,Rankin Inlet,636,Small Market,Tea,Darjeeling,Regular,Normal
928,15,51,20,16,804,20,50,20,2019-06-30,Prairie,Manitoba,Winnipeg,1001,Small Market,Tea,Green Tea,Regular,Normal
929,15,53,21,17,798,30,60,20,2019-06-30,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Espresso,Caffe Mocha,Regular,Normal
930,15,53,21,17,798,20,50,20,2019-06-30,Central,Ontario,Kingston,738,Medium Market,Espresso,Decaf Espresso,Decaf,Normal
931,17,58,23,18,843,30,60,20,2019-06-30,North,Northwest Territories,Yellowknife,4001,Small Market,Tea,Darjeeling,Regular,Normal
932,18,60,24,18,856,30,50,20,2019-06-30,West,British Columbia,Kelowna,670,Major Market,Herbal Tea,Lemon,Decaf,Normal
933,18,58,23,17,843,20,50,20,2019-06-30,Atlantic,New Brunswick,Fredricton,550,Small Market,Herbal Tea,Chamomile,Decaf,Normal
934,18,58,23,17,843,30,60,20,2019-06-30,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Coffee,Amaretto,Regular,Normal
935,18,133,59,56,377,20,120,50,2019-06-30,Atlantic,Nova Scotia,Halifax,6300,Small Market,Espresso,Caffe Mocha,Regular,Normal
936,18,58,23,17,843,20,50,20,2019-06-30,Central,Ontario,Kingston,738,Medium Market,Espresso,Caffe Mocha,Regular,Normal
937,19,93,38,36,414,20,90,40,2019-06-30,West,British Columbia,Kelowna,670,Major Market,Coffee,Colombian,Regular,Normal
938,19,108,46,43,367,30,100,40,2019-06-30,Prairie,Manitoba,Winnipeg,1001,Small Market,Espresso,Decaf Espresso,Decaf,Normal
939,19,108,46,43,367,50,130,50,2019-06-30,Atlantic,New Brunswick,Miramichi,598,Small Market,Coffee,Colombian,Regular,Normal
940,19,60,24,17,856,30,60,20,2019-06-30,Atlantic,Newfoundland,St. John's,2001,Major Market,Tea,Darjeeling,Regular,Normal
941,19,133,59,55,377,20,130,60,2019-06-30,Atlantic,Newfoundland,Paradise,2900,Small Market,Coffee,Amaretto,Regular,Normal
942,19,133,59,55,377,30,130,50,2019-06-30,Central,Quebec,Sherbrooke,918,Small Market,Herbal Tea,Chamomile,Decaf,Normal
943,19,60,24,17,856,30,70,30,2019-06-30,Central,Quebec,Sherbrooke,405,Small Market,Coffee,Decaf Irish Cream,Decaf,Normal
944,19,133,59,55,377,30,100,40,2019-06-30,Prairie,Saskatchewan,Saskatoon,754,Major Market,Herbal Tea,Lemon,Decaf,Normal
945,20,93,38,35,414,30,90,30,2019-06-30,Prairie,Alberta,Red Deer,965,Major Market,Herbal Tea,Lemon,Decaf,Normal
946,20,93,38,35,414,40,110,40,2019-06-30,Central,Ontario,Ottawa,541,Small Market,Coffee,Decaf Irish Cream,Decaf,Normal
947,22,69,28,19,816,40,60,20,2019-06-30,Central,Ontario,Ottawa,971,Small Market,Herbal Tea,Chamomile,Decaf,Normal
948,23,99,40,36,443,30,80,30,2019-06-30,North,Yukon,Whitehorse,318,Small Market,Espresso,Decaf Espresso,Decaf,Normal
949,24,118,50,44,397,30,100,40,2019-06-30,Prairie,Alberta,Calgary,370,Major Market,Herbal Tea,Mint,Decaf,Normal
950,24,118,50,44,397,40,110,40,2019-06-30,Prairie,Alberta,Red Deer,965,Major Market,Herbal Tea,Chamomile,Decaf,Normal
951,24,118,50,44,397,40,120,50,2019-06-30,West,British Columbia,Kelowna,670,Major Market,Coffee,Amaretto,Regular,Normal
952,24,99,40,35,443,20,80,30,2019-06-30,Atlantic,Newfoundland,Paradise,2900,Small Market,Tea,Darjeeling,Regular,Normal
953,24,264,110,130,665,50,270,110,2019-06-30,Atlantic,Newfoundland,Paradise,2900,Small Market,Coffee,Colombian,Regular,Normal
954,24,99,40,35,443,20,60,20,2019-06-30,Atlantic,Nova Scotia,Halifax,6300,Small Market,Tea,Earl Grey,Regular,Normal
955,24,264,110,130,665,90,330,130,2019-06-30,Atlantic,Nova Scotia,Halifax,6300,Small Market,Coffee,Decaf Irish Cream,Decaf,Normal
956,24,118,50,44,397,40,110,40,2019-06-30,Central,Ontario,Kitchener,503,Large Market,Espresso,Caffe Mocha,Regular,Normal
957,25,264,110,129,665,40,250,100,2019-06-30,Central,Quebec,Sherbrooke,580,Small Market,Herbal Tea,Lemon,Decaf,Normal
958,25,264,110,129,665,40,250,100,2019-06-30,Prairie,Saskatchewan,Saskatoon,786,Major Market,Espresso,Caffe Mocha,Regular,Normal
959,27,117,53,37,1028,30,100,40,2019-06-30,Prairie,Alberta,Calgary,350,Major Market,Tea,Earl Grey,Regular,Normal
960,29,99,43,27,597,30,80,30,2019-06-30,Prairie,Alberta,Calgary,350,Major Market,Tea,Green Tea,Regular,Normal
961,29,99,43,27,597,50,120,50,2019-06-30,Central,Quebec,Sherbrooke,918,Small Market,Coffee,Colombian,Regular,Normal
962,30,99,43,26,597,30,80,30,2019-06-30,Central,Ontario,Kitchener,503,Large Market,Herbal Tea,Lemon,Decaf,Normal
963,31,89,36,22,828,40,80,30,2019-06-30,Atlantic,New Brunswick,Miramichi,598,Small Market,Espresso,Caffe Latte,Regular,Normal
964,31,43,0,12,602,40,50,0,2019-06-30,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Espresso,Decaf Espresso,Decaf,Normal
965,31,89,36,22,828,40,100,40,2019-06-30,North,Nunavut,Pangnirtung,573,Small Market,Espresso,Decaf Espresso,Decaf,Normal
966,31,169,76,62,580,40,170,80,2019-06-30,North,Nunavut,Pangnirtung,573,Small Market,Coffee,Colombian,Regular,Normal
967,31,43,0,12,602,30,40,0,2019-06-30,Central,Ontario,Kingston,738,Medium Market,Espresso,Caffe Latte,Regular,Normal
968,32,135,54,49,641,30,90,30,2019-06-30,West,British Columbia,Victoria,690,Major Market,Tea,Green Tea,Regular,Normal
969,32,169,76,61,580,40,130,50,2019-06-30,Prairie,Manitoba,Winnipeg,1001,Small Market,Herbal Tea,Lemon,Decaf,Normal
970,32,169,76,61,580,70,210,90,2019-06-30,Atlantic,New Brunswick,Miramichi,598,Small Market,Coffee,Decaf Irish Cream,Decaf,Normal
971,32,43,0,11,602,30,40,0,2019-06-30,North,Northwest Territories,Yellowknife,4001,Small Market,Tea,Green Tea,Regular,Normal
972,32,169,76,61,580,40,160,70,2019-06-30,North,Yukon,Whitehorse,318,Small Market,Herbal Tea,Lemon,Decaf,Normal
973,33,135,54,48,641,50,150,60,2019-06-30,Prairie,Alberta,Calgary,350,Major Market,Espresso,Decaf Espresso,Decaf,Normal
974,33,135,54,48,-321,40,110,40,2019-06-30,Prairie,Alberta,Red Deer,965,Major Market,Espresso,Caffe Latte,Regular,Normal
975,33,92,37,22,876,40,90,30,2019-06-30,Prairie,Manitoba,Winnipeg,1001,Small Market,Tea,Darjeeling,Regular,Normal
976,33,92,37,22,876,40,100,40,2019-06-30,North,Nunavut,Rankin Inlet,660,Small Market,Espresso,Caffe Mocha,Regular,Normal
977,33,135,54,48,641,30,110,40,2019-06-30,Central,Quebec,Montreal,312,Major Market,Tea,Earl Grey,Regular,Normal
978,34,92,37,21,876,40,80,30,2019-06-30,Atlantic,New Brunswick,Miramichi,598,Small Market,Espresso,Decaf Espresso,Decaf,Normal
979,34,110,48,28,593,50,120,50,2019-06-30,Atlantic,Newfoundland,Paradise,2900,Small Market,Espresso,Decaf Espresso,Decaf,Normal
980,34,110,48,28,593,40,100,40,2019-06-30,Atlantic,Nova Scotia,Halifax,6300,Small Market,Espresso,Caffe Latte,Regular,Normal
981,35,111,48,28,593,40,100,40,2019-06-30,Atlantic,New Brunswick,Miramichi,598,Small Market,Espresso,Caffe Mocha,Regular,Normal
982,35,142,65,42,1042,50,140,60,2019-06-30,North,Nunavut,Iqaluit,314,Small Market,Coffee,Decaf Irish Cream,Decaf,Normal
983,35,110,48,27,593,30,80,30,2019-06-30,Prairie,Saskatchewan,Saskatoon,941,Major Market,Herbal Tea,Chamomile,Decaf,Normal
984,36,345,144,165,874,50,330,130,2019-06-30,West,British Columbia,Victoria,690,Major Market,Espresso,Caffe Mocha,Regular,Normal
985,36,142,65,41,1042,50,110,40,2019-06-30,Prairie,Manitoba,Winnipeg,1001,Small Market,Herbal Tea,Mint,Decaf,Normal
986,36,142,65,41,1042,60,170,80,2019-06-30,Atlantic,New Brunswick,Miramichi,598,Small Market,Coffee,Amaretto,Regular,Normal
987,36,111,48,27,593,40,100,40,2019-06-30,North,Yukon,Whitehorse,225,Small Market,Herbal Tea,Chamomile,Decaf,Normal
988,37,345,144,164,874,50,300,120,2019-06-30,Central,Ontario,Kingston,738,Medium Market,Herbal Tea,Chamomile,Decaf,Normal
989,38,105,43,24,864,50,110,40,2019-06-30,Prairie,Saskatchewan,Saskatoon,386,Major Market,Tea,Darjeeling,Regular,Normal
990,40,125,47,38,371,50,110,40,2019-06-30,Atlantic,Newfoundland,Paradise,2900,Small Market,Herbal Tea,Chamomile,Decaf,Normal
991,40,107,43,24,822,50,90,30,2019-06-30,Atlantic,Nova Scotia,Halifax,6300,Small Market,Herbal Tea,Lemon,Decaf,Normal
992,40,107,43,24,822,60,130,50,2019-06-30,North,Yukon,Whitehorse,337,Small Market,Coffee,Colombian,Regular,Normal
993,41,138,56,41,302,50,130,50,2019-06-30,North,Northwest Territories,Yellowknife,4001,Small Market,Coffee,Amaretto,Regular,Normal
994,41,125,47,37,371,30,80,30,2019-06-30,Atlantic,Nova Scotia,Halifax,6300,Small Market,Tea,Darjeeling,Regular,Normal
995,41,125,47,37,371,40,100,40,2019-06-30,North,Yukon,Whitehorse,225,Small Market,Espresso,Caffe Mocha,Regular,Normal
996,42,138,56,40,302,50,120,40,2019-06-30,Atlantic,New Brunswick,Miramichi,598,Small Market,Herbal Tea,Chamomile,Decaf,Normal
997,42,156,62,52,436,50,130,50,2019-06-30,Atlantic,New Brunswick,Miramichi,598,Small Market,Herbal Tea,Lemon,Decaf,Normal
998,42,156,62,52,436,60,140,50,2019-06-30,North,Northwest Territories,Yellowknife,4001,Small Market,Coffee,Colombian,Regular,Normal
999,43,156,62,51,436,80,190,70,2019-06-30,Atlantic,New Brunswick,Fredricton,550,Small Market,Coffee,Colombian,Regular,Normal
1000,49,177,81,47,1046,60,160,70,2019-06-30,Atlantic,Nova Scotia,Halifax,6300,Small Market,Espresso,Decaf Espresso,Decaf,Normal
1001,49,177,81,47,1046,40,130,60,2019-06-30,Prairie,Saskatchewan,Saskatoon,305,Major Market,Herbal Tea,Mint,Decaf,Normal
1002,50,177,81,46,1046,70,200,90,2019-06-30,Atlantic,Newfoundland,Paradise,2900,Small Market,Espresso,Caffe Mocha,Regular,Normal
1003,58,144,59,27,842,60,120,50,2019-06-30,Atlantic,Newfoundland,Paradise,2900,Small Market,Herbal Tea,Lemon,Decaf,Normal
1004,58,144,59,27,842,70,150,60,2019-06-30,Prairie,Saskatchewan,Saskatoon,407,Major Market,Tea,Green Tea,Regular,Normal
1005,58,144,59,27,842,90,180,70,2019-06-30,North,Yukon,Whitehorse,318,Small Market,Coffee,Decaf Irish Cream,Decaf,Normal
1006,63,212,91,58,533,90,220,90,2019-06-30,Atlantic,Newfoundland,Paradise,2900,Small Market,Coffee,Decaf Irish Cream,Decaf,Normal
1007,63,212,91,58,533,80,200,80,2019-06-30,Prairie,Saskatchewan,Saskatoon,321,Major Market,Espresso,Decaf Espresso,Decaf,Normal
1008,66,193,79,48,425,110,240,90,2019-06-30,Atlantic,Nova Scotia,Halifax,6300,Small Market,Coffee,Colombian,Regular,Normal
1009,67,190,83,40,574,60,160,70,2019-06-30,West,British Columbia,Victoria,690,Major Market,Herbal Tea,Mint,Decaf,Normal
1010,67,190,83,40,574,60,160,70,2019-06-30,Central,Quebec,Montreal,630,Major Market,Herbal Tea,Lemon,Decaf,Normal
1011,68,190,83,39,574,80,190,80,2019-06-30,Prairie,Alberta,Calgary,350,Major Market,Coffee,Colombian,Regular,Normal
1012,68,190,83,39,574,100,230,100,2019-06-30,Prairie,Alberta,Red Deer,965,Major Market,Coffee,Decaf Irish Cream,Decaf,Normal
1013,79,232,92,61,1102,100,220,80,2019-06-30,Prairie,Manitoba,Winnipeg,1001,Small Market,Coffee,Colombian,Regular,Normal
1014,79,232,92,61,1102,90,200,70,2019-06-30,Atlantic,Nova Scotia,Halifax,6300,Small Market,Herbal Tea,Chamomile,Decaf,Normal
1015,83,298,149,66,1245,90,260,120,2019-06-30,Prairie,Alberta,Calgary,370,Major Market,Herbal Tea,Chamomile,Decaf,Normal
1016,83,298,149,66,1245,120,350,170,2019-06-30,West,British Columbia,Kelowna,670,Major Market,Espresso,Caffe Mocha,Regular,Normal
1017,83,298,149,66,1245,100,290,140,2019-06-30,Atlantic,Newfoundland,St. John's,2001,Major Market,Espresso,Regular Espresso,Regular,Normal
1018,83,298,149,66,1245,90,280,140,2019-06-30,Central,Ontario,Ottawa,541,Small Market,Espresso,Decaf Espresso,Decaf,Normal
1019,98,230,94,38,562,80,150,60,2019-06-30,West,British Columbia,Victoria,690,Major Market,Tea,Earl Grey,Regular,Normal
1020,99,230,94,37,562,140,270,100,2019-06-30,Prairie,Alberta,Calgary,350,Major Market,Espresso,Caffe Mocha,Regular,Normal
1021,99,230,94,37,562,90,190,80,2019-06-30,Prairie,Alberta,Red Deer,965,Major Market,Espresso,Decaf Espresso,Decaf,Normal
1022,99,278,111,68,767,90,240,90,2019-06-30,West,British Columbia,Kelowna,670,Major Market,Tea,Darjeeling,Regular,Normal
1023,99,230,94,37,562,120,240,90,2019-06-30,Atlantic,PEI,Montague,718,Major Market,Tea,Green Tea,Regular,Normal
1024,99,230,94,37,562,90,200,80,2019-06-30,Central,Quebec,Montreal,312,Major Market,Tea,Darjeeling,Regular,Normal
1025,99,278,111,68,767,90,230,90,2019-06-30,Central,Quebec,Sherbrooke,918,Small Market,Espresso,Decaf Espresso,Decaf,Normal
1026,99,278,111,68,767,110,260,100,2019-06-30,Prairie,Saskatchewan,Saskatoon,904,Major Market,Coffee,Colombian,Regular,Normal
1027,100,278,111,67,767,70,180,70,2019-06-30,Central,Ontario,Kitchener,503,Large Market,Tea,Earl Grey,Regular,Normal
1028,105,282,118,59,636,90,240,100,2019-06-30,West,British Columbia,Kelowna,670,Major Market,Tea,Earl Grey,Regular,Normal
1029,105,282,118,59,636,80,190,70,2019-06-30,Central,Ontario,Kitchener,503,Large Market,Tea,Green Tea,Regular,Normal
1030,105,282,118,59,-660,100,240,100,2019-06-30,Central,Quebec,Sherbrooke,918,Small Market,Espresso,Caffe Latte,Regular,Normal
1031,105,282,118,59,636,100,260,110,2019-06-30,Prairie,Saskatchewan,Saskatoon,850,Major Market,Coffee,Decaf Irish Cream,Decaf,Normal
1032,120,276,113,43,897,120,230,90,2019-06-30,Prairie,Alberta,Red Deer,965,Major Market,Espresso,Caffe Mocha,Regular,Normal
1033,120,276,113,43,897,90,180,70,2019-06-30,West,British Columbia,Victoria,690,Major Market,Tea,Darjeeling,Regular,Normal
1034,121,276,113,42,897,130,280,110,2019-06-30,Prairie,Alberta,Calgary,350,Major Market,Coffee,Amaretto,Regular,Normal
1035,121,276,113,42,897,140,290,110,2019-06-30,Atlantic,PEI,Montague,845,Major Market,Tea,Earl Grey,Regular,Normal
1036,121,276,113,42,897,130,240,90,2019-06-30,Central,Quebec,Montreal,630,Major Market,Herbal Tea,Chamomile,Decaf,Normal
1037,132,301,123,46,947,140,310,130,2019-06-30,Prairie,Alberta,Calgary,370,Major Market,Coffee,Decaf Irish Cream,Decaf,Normal
1038,133,301,123,45,947,140,260,100,2019-06-30,West,British Columbia,Victoria,690,Major Market,Herbal Tea,Chamomile,Decaf,Normal
1039,133,301,123,45,947,150,320,130,2019-06-30,Atlantic,PEI,Cornwall,516,Major Market,Tea,Darjeeling,Regular,Normal
1040,133,301,123,45,947,140,260,100,2019-06-30,Central,Quebec,Montreal,309,Major Market,Herbal Tea,Mint,Decaf,Normal
1041,135,345,141,69,764,160,360,140,2019-06-30,Central,Quebec,Montreal,630,Major Market,Coffee,Decaf Irish Cream,Decaf,Normal
1042,136,345,141,68,764,140,300,120,2019-06-30,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Herbal Tea,Lemon,Decaf,Normal
1043,136,345,141,68,764,130,300,120,2019-06-30,Central,Ontario,Kingston,738,Medium Market,Herbal Tea,Mint,Decaf,Normal
1044,164,521,260,97,1715,150,450,220,2019-06-30,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Tea,Darjeeling,Regular,Outlier
1045,164,521,260,97,1715,210,610,300,2019-06-30,Central,Quebec,Montreal,312,Major Market,Espresso,Decaf Espresso,Decaf,Outlier
1046,165,521,260,96,1715,180,500,240,2019-06-30,West,British Columbia,Victoria,690,Major Market,Espresso,Caffe Latte,Regular,Outlier
1047,165,521,260,96,1715,120,350,170,2019-06-30,Central,Ontario,Kingston,738,Medium Market,Tea,Earl Grey,Regular,Outlier
1048,166,478,200,112,1095,170,420,170,2019-06-30,Central,Ontario,Kingston,738,Medium Market,Herbal Tea,Lemon,Decaf,Outlier
1049,167,478,200,111,1095,190,500,210,2019-06-30,Central,Quebec,Montreal,815,Major Market,Coffee,Colombian,Regular,Outlier
1050,192,532,244,96,1213,270,660,300,2019-06-30,Prairie,Alberta,Red Deer,965,Major Market,Coffee,Colombian,Regular,Outlier
1051,192,532,244,96,1213,190,460,200,2019-06-30,West,British Columbia,Victoria,690,Major Market,Herbal Tea,Lemon,Decaf,Outlier
1052,197,603,271,135,1714,180,530,230,2019-06-30,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Tea,Earl Grey,Regular,Outlier
1053,240,634,272,122,1616,230,600,260,2019-06-30,West,British Columbia,Victoria,690,Major Market,Espresso,Decaf Espresso,Decaf,Outlier
1054,241,634,272,121,1616,230,550,230,2019-06-30,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Herbal Tea,Chamomile,Decaf,Outlier
1055,241,634,272,121,1616,190,430,170,2019-06-30,Central,Ontario,Kingston,738,Medium Market,Tea,Darjeeling,Regular,Outlier
1056,241,634,272,121,1616,300,740,310,2019-06-30,Central,Quebec,Montreal,312,Major Market,Espresso,Caffe Mocha,Regular,Outlier
1057,263,669,271,135,1727,220,520,200,2019-06-30,Atlantic,PEI,Montague,607,Major Market,Herbal Tea,Lemon,Decaf,Outlier
1058,318,675,260,97,1405,340,660,240,2019-06-30,Atlantic,PEI,Montague,631,Major Market,Espresso,Regular Espresso,Regular,Outlier
1059,357,890,356,177,2476,500,1110,440,2019-06-30,West,British Columbia,Victoria,690,Major Market,Coffee,Colombian,Regular,Outlier
1060,357,890,356,177,2476,350,840,340,2019-06-30,Atlantic,PEI,Montague,646,Major Market,Coffee,Colombian,Regular,Outlier
1061,547,649,54,48,-1006,530,610,50,2019-06-30,Atlantic,Newfoundland,St. John's,2001,Major Market,Coffee,Colombian,Regular,Outlier
1062,0,27,270,135,5230,-250,0,170,2019-07-31,Central,Ontario,Waterloo,702,Small Market,Tea,Green Tea,Regular,Normal
1063,0,77,162,181,2321,-240,70,150,2019-07-31,Atlantic,PEI,Charlottetown,347,Major Market,Espresso,Caffe Mocha,Regular,Normal
1064,0,198,260,102,3076,-110,150,190,2019-07-31,Atlantic,PEI,Charlottetown,716,Major Market,Herbal Tea,Mint,Decaf,Normal
1065,0,202,238,121,2797,-150,250,290,2019-07-31,West,British Columbia,Victoria,690,Major Market,Coffee,Decaf Irish Cream,Decaf,Normal
1066,0,87,154,71,1832,-150,100,190,2019-07-31,West,British Columbia,Victoria,690,Major Market,Coffee,Amaretto,Regular,Normal
1067,0,169,120,61,1334,-10,140,100,2019-07-31,Atlantic,New Brunswick,Miramichi,598,Small Market,Herbal Tea,Mint,Decaf,Normal
1068,0,169,120,61,1334,0,140,100,2019-07-31,North,Nunavut,Kugluktuk,417,Small Market,Herbal Tea,Lemon,Decaf,Normal
1069,0,169,120,60,1334,10,210,150,2019-07-31,Atlantic,New Brunswick,Fredricton,550,Small Market,Coffee,Decaf Irish Cream,Decaf,Normal
1070,0,95,39,66,517,0,80,30,2019-07-31,Prairie,Alberta,Calgary,370,Major Market,Herbal Tea,Lemon,Decaf,Normal
1071,0,95,39,66,517,20,110,40,2019-07-31,Central,Ontario,Ottawa,971,Small Market,Coffee,Amaretto,Regular,Normal
1072,0,95,39,65,517,0,90,40,2019-07-31,West,British Columbia,Kelowna,670,Major Market,Coffee,Decaf Irish Cream,Decaf,Normal
1073,0,113,47,72,622,0,90,40,2019-07-31,Atlantic,Newfoundland,Corner Brook,2850,Small Market,Tea,Earl Grey,Regular,Normal
1074,0,113,47,72,-395,0,90,40,2019-07-31,North,Yukon,Whitehorse,985,Small Market,Espresso,Caffe Latte,Regular,Normal
1075,0,113,47,71,622,20,110,40,2019-07-31,Prairie,Manitoba,Winnipeg,1001,Small Market,Espresso,Caffe Mocha,Regular,Normal
1076,0,113,47,71,622,0,70,30,2019-07-31,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Tea,Green Tea,Regular,Normal
1077,0,141,59,83,338,0,120,50,2019-07-31,Atlantic,New Brunswick,Fredricton,550,Small Market,Espresso,Caffe Mocha,Regular,Normal
1078,0,141,59,83,338,10,130,50,2019-07-31,North,Northwest Territories,Yellowknife,4001,Small Market,Espresso,Caffe Mocha,Regular,Normal
1079,0,141,59,83,338,10,120,50,2019-07-31,North,Nunavut,Kugluktuk,816,Small Market,Herbal Tea,Chamomile,Decaf,Normal
1080,0,82,36,47,252,20,100,40,2019-07-31,Central,Ontario,Kingston,738,Medium Market,Coffee,Colombian,Regular,Normal
1081,0,141,59,82,338,10,90,30,2019-07-31,Atlantic,New Brunswick,Miramichi,598,Small Market,Tea,Darjeeling,Regular,Normal
1082,0,82,36,46,252,10,60,20,2019-07-31,North,Northwest Territories,Yellowknife,4001,Small Market,Herbal Tea,Lemon,Decaf,Normal
1083,0,89,40,49,219,10,80,30,2019-07-31,North,Northwest Territories,Yellowknife,4001,Small Market,Espresso,Regular Espresso,Regular,Normal
1084,0,82,36,46,252,0,70,30,2019-07-31,North,Nunavut,Kugluktuk,816,Small Market,Tea,Green Tea,Regular,Normal
1085,0,94,39,55,478,20,110,40,2019-07-31,Central,Ontario,Ottawa,971,Small Market,Coffee,Colombian,Regular,Normal
1086,1,89,40,48,-258,10,70,30,2019-07-31,Atlantic,New Brunswick,Fredricton,550,Small Market,Espresso,Caffe Latte,Regular,Normal
1087,1,89,40,48,219,20,60,20,2019-07-31,Atlantic,New Brunswick,Miramichi,598,Small Market,Tea,Green Tea,Regular,Normal
1088,1,89,40,48,219,0,70,30,2019-07-31,North,Nunavut,Kugluktuk,816,Small Market,Tea,Earl Grey,Regular,Normal
1089,7,111,39,65,560,20,100,30,2019-07-31,Atlantic,Newfoundland,Mount Pearl,2050,Major Market,Espresso,Caffe Mocha,Regular,Normal
1090,9,44,18,17,486,20,30,10,2019-07-31,West,British Columbia,Kelowna,670,Major Market,Herbal Tea,Chamomile,Decaf,Normal
1091,9,44,18,17,486,20,40,10,2019-07-31,Atlantic,Newfoundland,Mount Pearl,2050,Major Market,Tea,Green Tea,Regular,Normal
1092,9,75,34,32,1010,20,70,30,2019-07-31,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Coffee,Colombian,Regular,Normal
1093,9,75,34,32,1010,30,90,40,2019-07-31,Central,Ontario,Waterloo,775,Small Market,Coffee,Decaf Irish Cream,Decaf,Normal
1094,9,44,18,17,486,10,20,10,2019-07-31,Central,Ontario,Ottawa,541,Small Market,Tea,Darjeeling,Regular,Normal
1095,9,44,18,17,486,20,30,10,2019-07-31,Central,Quebec,Sherbrooke,918,Small Market,Espresso,Caffe Mocha,Regular,Normal
1096,10,75,34,31,1010,20,70,30,2019-07-31,Atlantic,New Brunswick,Fredricton,550,Small Market,Herbal Tea,Lemon,Decaf,Normal
1097,11,115,51,53,419,30,130,50,2019-07-31,West,British Columbia,Kelowna,670,Major Market,Espresso,Decaf Espresso,Decaf,Normal
1098,11,115,51,53,419,20,80,30,2019-07-31,Atlantic,Newfoundland,Mount Pearl,2050,Major Market,Herbal Tea,Lemon,Decaf,Normal
1099,12,115,51,52,419,20,100,40,2019-07-31,Prairie,Alberta,Calgary,370,Major Market,Tea,Darjeeling,Regular,Normal
1100,12,54,23,19,605,20,50,20,2019-07-31,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Coffee,Decaf Irish Cream,Decaf,Normal
1101,12,49,20,17,808,20,40,10,2019-07-31,Central,Ontario,Waterloo,702,Small Market,Espresso,Decaf Espresso,Decaf,Normal
